875 Main St,42.363625,-71.099008,Boston Chefs,-9,-9,,,,,
359 Huron Ave,42.381304,-71.138473,Village Kitchen,1,4,Pizza,Italian,Indian,Sandwiches,Pakistani
1230 Massachusetts Ave,42.372332,-71.115887,Grafton Street,2,4,Pub Food,Grill,American,Pizza,Traditional
48 Jfk St,42.3722,-71.120302,Night Market,3,-9,Asian,,,,
1100 Massachusetts Ave,42.370354,-71.113544,Au Bon Pain,1,4.5,Bakery,American,Coffee,Sandwiches,Fast Food
16 Garden St,42.377288,-71.123068,Nubar,2,4,American,Contemporary,Mediterranean,Vegan,Vegetarian
74 Winthrop St,42.371955,-71.120122,Pinocchio's Pizza & Subs,1,4.5,Pizza,Subs,Sandwiches,Salad,Italian
1360 Massachusetts Ave,42.373137,-71.11841,Au Bon Pain,1,3.5,Cafe,Coffee,Bakery,American,Sandwiches
157 6th St,42.366254,-71.086104,Zigo,-9,-9,Cafe,,,,
3 Brattle St,42.373466,-71.119565,Tory Row,2,4,American,Burgers,Traditional,Pub Food,British
50 Church St,42.374187,-71.120647,Dado Tea,1,3.5,Tea,Coffee,Cafe,Sandwiches,Diner
2372 Massachusetts Ave,42.396692,-71.129658,Hana Sushi,2,4,Sushi,Japanese,Asian,Healthy,American
17 Central Sq,42.365381,-71.104494,India Pavilion Restaurant,2,3.5,Indian,Vegetarian,Pakistani,Cafe,Vegan
1906 Massachusetts Ave,42.388809,-71.119683,Rod Dee,1,4.5,Thai,Asian,Vegetarian,Cafe,Noodle Bar
4 Cambridge Ctr,42.363573,-71.087181,Meadhall,2,4,American,Pub Food,Gastropub,Belgian,Cafe
47 Palmer St,42.37399,-71.119914,Club Passim,2,4,Pizza,Sandwiches,Soup,Subs,Cafe
500 Memorial Dr,42.354734,-71.101663,Next House,-9,-9,,,,,
1759 Massachusetts Ave,42.385165,-71.119197,Super Fusion Cuisine III,2,3.5,Fusion,Sushi,Japanese,Asian,Healthy
1680 Massachusetts Ave,42.38246,-71.119871,West Side Lounge,2,4,American,Mediterranean,Fusion,Traditional,Eclectic
286 Franklin St,42.364796,-71.105732,Andala Coffee House,1,3,Coffee,Middle Eastern,Cafe,Tea,Lebanese
581 Massachusetts Ave,42.365048,-71.102616,Sapporo Ramen,1,3,Japanese,Noodle Bar,Sushi,,
851 Cambridge St,42.372534,-71.09102,Sunset Cafe,2,3.5,Cafe,Portuguese,Mediterranean,American,Seafood
1815 Massachusetts Ave,42.387245,-71.11874,Ittyo Restaurant,1,3.5,Japanese,Asian,Korean,Pan Asian,Seafood
27 Brattle St,42.37342,-71.120757,Crema Cafe,1,4.5,Cafe,Coffee,Tea,American,Bakery
37 Jfk St,42.372729,-71.120034,Whitney's Cafe,1,3.5,Cafe,Pub Food,American,Indian,
6 Concord Ln,42.388025,-71.142466,Ma Magoo's Pizza & Sub Shop,1,3.5,Pizza,American,Traditional,Subs,Healthy
10 Brookline St,42.363511,-71.101629,T.T. the Bear's Place,2,3.5,American,,,,
1 Kendall Sq,42.366339,-71.091065,Bon Me,1,4,Noodle Bar,Vietnamese,Chicken,Chinese,Sandwiches
1 Kendall Sq,42.366331,-71.091036,Belly Wine Bar,2,4.5,American,Contemporary,Italian,French,European
1920 Massachusetts Ave,42.38908,-71.11996,Christopher's,2,4,American,Burgers,Mexican,Traditional,Pub Food
1815 Massachusetts Ave,42.387192,-71.119091,Bourbon Coffee,1,3.5,Coffee,Bakery,Ice Cream,Tea,
92 Winthrop St,42.372228,-71.120908,Shake Shack,1,4,Burgers,Hot Dogs,Ice Cream,American,Frozen Yogurt
1 Memorial Dr,42.361337,-71.081208,One Memorial Drive - Cafe,-9,-9,Cafe,Sandwiches,,,
10 Eliot St,42.372409,-71.12148,Charlie's Kitchen,1,3.5,American,Burgers,Traditional,Diner,Pub Food
1172 Cambridge St,42.373142,-71.096921,Hit Wicket,2,4,International,Eclectic,Pub Food,Indian,Asian
Harvard Mbta Sta,42.373395,-71.118958,Dunkin' Donuts,1,-9,Donuts,Fast Food,Coffee,,
40 Brattle St,42.373537,-71.121377,Alden & Harlow,3,4.5,American,Tapas,Traditional,Contemporary,Gastropub
1093 Cambridge St,42.373076,-71.095397,Bom Cafe,1,4.5,Cafe,Brazilian,Coffee,South American,Tea
100 Cambridgeside Pl,42.367774,-71.076064,Freshens,2,3,Ice Cream,Smoothies,Frozen Yogurt,American,Juices
524 Massachusetts Ave,42.364301,-71.101944,Thelonious Monkfish,2,4,Sushi,Japanese,Thai,Asian,Fusion
64 Sidney St,42.361001,-71.101264,Bytes At University Park Mit,1,5,Deli,Sandwiches,International,Middle Eastern,Cafe
235 Albany St,42.358968,-71.100799,Thirsty Ear Pub,1,-9,Pub Food,,,,
9 Brookline St,42.36378,-71.101684,Brookline Lunch,1,4,Diner,Mediterranean,Middle Eastern,Coffee,American
853 Main St,42.363403,-71.098684,Craigie on Main,4,4.5,French,American,Contemporary,Vegetarian,Fusion
2378 Massachusetts Ave,42.396754,-71.129684,Suvaai,2,-9,Indian,Halal,Vegan,,
89 Winthrop St,42.37234,-71.120764,Grendel's Den,2,3.5,American,Pub Food,Mediterranean,Vegetarian,Sandwiches
239 Massachusetts Ave,42.361615,-71.097191,Chicago Pizza,1,3,Pizza,Italian,Sandwiches,Wings,American
3 Arrow St,42.371149,-71.114556,BerryLine,1,4.5,Ice Cream,Frozen Yogurt,Cafe,Coffee,Healthy
100 Cambridgeside Pl,42.368031,-71.076343,Taco Bell,1,3.5,Fast Food,Mexican,,,
49 Mount Auburn St,42.37139,-71.11675,The Boathouse,2,4.5,Pub Food,American,Chicken,Grill,Seafood
130 Fawcett St,42.393392,-71.147902,Iggy's Bread,2,4.5,Bakery,Pastries,American,Sandwiches,Pizza
7 Cambridge Ctr,42.362804,-71.088726,Sebastian's Cafe & Catering,2,3.5,Cafe,Sandwiches,American,Traditional,Coffee
297 Massachusetts Ave,42.362348,-71.098116,Naco Taco,2,-9,Mexican,Sandwiches,,,
33 Brattle St,42.373457,-71.120912,Flat Patties,1,4,Burgers,American,Fast Food,Sandwiches,Hot Dogs
5 Cambridge Ctr,42.362706,-71.087076,Bailey & Sage,1,2.5,Salad,Sandwiches,Vegan,Vegetarian,
143 1st St,42.366468,-71.078043,Helmand,2,4,Afghan,Middle Eastern,Vegetarian,Healthy,American
8 Eliot St,42.372582,-71.121541,Falafel Corner,1,4,Middle Eastern,Halal,Mediterranean,Moroccan,Vegetarian
424 Cambridge St,42.371342,-71.083313,Skampa,1,4,Pizza,Sandwiches,Seafood,American,Wraps
575 Memorial Dr,42.353737,-71.105254,Zephyr On The Charles,2,3,American,Seafood,International,Eclectic,Contemporary
180 Massachusetts Ave,42.36082,-71.096327,Paradise Cafe,-9,3,Cafe,Pub Food,,,
238 Main St,42.36217,-71.085098,Au Bon Pain,1,4,Bakery,Sandwiches,Pastries,Coffee,Salad
318 3rd St,42.36493,-71.082841,Tatte Bakery & Cafe,2,4,Bakery,Cafe,Coffee,Mediterranean,Pastries
59 Jfk St,42.371747,-71.120927,Park Restaurant & Bar,2,4,American,Contemporary,Gastropub,Pub Food,Vegetarian
2 Cambridge Ctr,42.362559,-71.08563,Chipotle Mexican Grill,1,3.5,Mexican,Grill,Fast Food,,
496 Massachusetts Ave,42.363981,-71.101611,Clover HFI,-9,-9,Vegetarian,,,,
1357 Cambridge St,42.373748,-71.100221,The Druid,2,4.5,Pub Food,Irish,American,Burgers,Eclectic
201 Alewife Brook Pkwy,42.38999,-71.142664,Cheddar's Restaurant,1,3.5,Pizza,Italian,Subs,Cafe,
1688 Massachusetts Ave,42.382736,-71.11988,Temple Bar,2,4,American,Contemporary,Fusion,Bistro,Burgers
5 Cambridge Ctr,42.362737,-71.087676,Legal Sea Foods,3,4,Seafood,American,Chowder,Diner,Raw
40 Jfk St,42.372511,-71.120025,Tasty Burger,1,4,Burgers,American,Traditional,,
781 Main St,42.363298,-71.096818,Beijing Tokyo,2,5,Chinese,Japanese,Asian,Sushi,Thai
738 Massachusetts Ave,42.366165,-71.105218,Cantab Lounge,1,4,Pub Food,Burgers,American,Mexican,Barbecue
1728 Massachusetts Ave,42.384136,-71.119646,Boca Grande,1,4,Mexican,Fast Food,Tex Mex,American,Traditional
757 Massachusetts Ave,42.366508,-71.105391,1369 Coffee House,1,4,Coffee,Cafe,Tea,Bakery,Pastries
70 Pacific St,42.36012,-71.102244,Pacific Street Cafe,2,4.5,Cafe,Sandwiches,Coffee,American,Tea
1132 Massachusetts Ave,42.373429,-71.118832,Harvard Square,-9,4,Pizza,,,,
233 River St,42.362965,-71.111664,Coast Cafe,1,4.5,Cafe,Southern,Soul Food,Barbecue,American
575 Massachusetts Ave,42.364949,-71.102449,Mumbai Chopstix,-9,4.5,Chinese,Indian,,,
5 Cambridgepark Dr,42.394916,-71.141202,Bertucci's,2,3,Italian,Pizza,Traditional,American,European
142 Memorial Dr,42.35914,-71.087845,The Muddy Charles Pub at MIT,1,3.5,Pub Food,American,,,
1706 Massachusetts Ave,42.383234,-71.119703,Harvard House of Pizza,1,3,Pizza,Sandwiches,Fast Food,Cheesesteaks,Italian
1670 Massachusetts Ave,42.382252,-71.119772,Wrapro Falafel & Grille,1,3,Grill,Middle Eastern,Moroccan,Mediterranean,African
2 Arrow St,42.370922,-71.114259,The Donkey Show,-9,4,,,,,
2310 Massachusetts Ave,42.39539,-71.128178,Frank's Steak House,2,4,Steak,American,Seafood,Traditional,Cafe
1 Shepard St,42.381862,-71.120122,Shepard,2,-9,French,American,Contemporary,Donuts,
1334 Cambridge St,42.373521,-71.100011,S&S Restaurant,1,3,Deli,American,Sandwiches,Diner,Subs
498 Cambridge St,42.371547,-71.084501,Court House Seafood Restaurant,2,4,Seafood,American,Barbecue,Chowder,Burgers
1 Broadway,42.362545,-71.083598,Firebrand Saints,2,4,American,Burgers,Gastropub,Pasta,Contemporary
8 Holyoke St,42.372734,-71.118028,Sandrine's,3,4,Bistro,French,European,Contemporary,Cafe
736 Massachusetts Ave,42.366145,-71.105164,Mass Chicken,1,2.5,Chicken,Middle Eastern,American,Mediterranean,Sandwiches
675 W Kendall St,42.364632,-71.081899,Squeaky Beaker Cafe,1,4,Cafe,Sandwiches,Coffee,Subs,Tea
1 Canal Park,42.370033,-71.075278,Blaze Pizza,-9,-9,Pizza,Salad,Vegan,Vegetarian,
43 Gore St,42.371754,-71.079561,Olive Cafe,1,3.5,Cafe,Mediterranean,Sandwiches,Italian,Middle Eastern
567 Massachusetts Ave,42.364809,-71.102533,Central Kitchen,2,4,American,Mediterranean,International,Eclectic,Greek
40 Edwin H Land Blvd,42.366783,-71.075162,Dante,3,4.5,Italian,Mediterranean,American,French,Vegetarian
441 Cambridge St,42.371547,-71.083507,Curio Coffee,-9,-9,Coffee,Tea,,,
571 Massachusetts Ave,42.364801,-71.102624,Shalimar India Food & Spices,2,3.5,Indian,Vegetarian,Tea,Seafood,Cafe
798 Main St,42.363135,-71.097182,Salts Restaurant,4,4,French,American,Continental,European,Cafe
472 Massachusetts Ave,42.36387,-71.101297,Middle East Upstairs,-9,3.5,,,,,
231 Alewife Brook Pkwy,42.389231,-71.143151,Genki Ya,2,4,Sushi,Japanese,Asian,Organic,Cafe
21 Brattle St,42.373391,-71.120554,Felipe's Taqueria,1,3.5,Mexican,Tex Mex,,,
12 Bow St,42.371725,-71.115521,Cafe Pamplona,1,4,Cafe,Coffee,Spanish,Mediterranean,Tea
2263 Massachusetts Ave,42.394467,-71.126777,L'Impasto,2,4.5,Italian,Pizza,,,
100 Cambridgeside Pl,42.368601,-71.076273,Burger King,1,4,Fast Food,Burgers,,,
723 Cambridge St,42.372196,-71.08868,Portugalia,2,4.5,Portuguese,Seafood,Mediterranean,European,American
HARVARD YARD,42.373602,-71.118533,Caf� Gato Rojo,1,3.5,Cafe,Coffee,Tea,,
1287 Cambridge St,42.373536,-71.098895,The Ginger Exchange,2,4,Sushi,Asian,Japanese,Noodle Bar,Pan Asian
472 Massachusetts Ave,42.363848,-71.101355,Middle East Restaurant,3,3.5,Middle Eastern,African,Sandwiches,Vegetarian,Pub Food
679 Concord Ave,42.39048,-71.150464,Burger King,1,3,Fast Food,Burgers,,,
1001 Cambridge St,42.373113,-71.093597,Dunkin' Donuts,1,3.5,Donuts,Bakery,Fast Food,Coffee,Bagels
726 Cambridge St,42.372101,-71.088866,Souper Roll Up Cafe,1,2.5,Cafe,Soup,Coffee,Sandwiches,Tea
145 1st St,42.36638,-71.07803,Similans,2,4.5,Thai,Asian,Noodle Bar,American,Vegetarian
269 Putnam Ave,42.362614,-71.113773,Alive & Kicking Lobsters,2,4.5,Seafood,Sandwiches,Cafe,Deli,Salad
154 Prospect St,42.369043,-71.101111,Koreana,2,3.5,Korean,Japanese,Sushi,Barbecue,Vegetarian
14 Western Ave,42.365236,-71.104568,Moody's Falafel Palace,1,-9,Middle Eastern,,,,
100 Cambridgeside Pl,42.367324,-71.076184,The Cheesecake Factory,2,4,American,International,Eclectic,Traditional,Cafe
36 Jfk St,42.372627,-71.119853,Crazy Dough's Pizza,1,3.5,Pizza,Fast Food,Calzones,Subs,Salad
403 Massachusetts Ave,42.363529,-71.100286,Cafe Luna,2,4.5,Cafe,Coffee,Sandwiches,Italian,Tea
1736 Massachusetts Ave,42.384415,-71.119552,Simon's Coffee Shop,1,4.5,Coffee,Tea,Cafe,Sandwiches,European
1248 Cambridge St,42.373345,-71.098366,Hops N Scotch,2,-9,American,,,,
847 Cambridge St,42.372561,-71.090925,Cambridge Coffee Shop,1,3,Coffee,Pizza,Diner,Tea,Cafe
569 Massachusetts Ave,42.364894,-71.102472,Brick & Mortar,2,4.5,American,Pub Food,Chicken,Gastropub,
DIVINITY Ave,42.377884,-71.114266,Velozo's Food Service,-9,-9,Pizza,,,,
305 Memorial Dr,42.357456,-71.093261,Thirsty Ear Pub,-9,-9,Pub Food,,,,
77 Massachusetts Ave,42.359105,-71.093305,Bosworth's,-9,3,Coffee,Tea,Cafe,,
131 Sherman St,42.390272,-71.132785,Jose's Mexican Restaurant,2,4,Mexican,Southwestern,American,Cafe,Spanish
11 1st St,42.370344,-71.077105,Finagle A Bagel,1,3.5,Bagels,Sandwiches,Subs,Bakery,Cafe
480 Massachusetts Ave,42.363885,-71.101456,Middle East Corner,-9,-9,,,,,
148 Mount Auburn St,42.374061,-71.124971,Darwin's,1,4,Sandwiches,Deli,Soup,Cafe,Fast Food
684 Massachusetts Ave,42.365841,-71.104495,Au Bon Pain,1,3.5,American,Coffee,Bakery,Sandwiches,Cafe
1166 Cambridge St,42.373153,-71.096819,Puritan & Company,3,4.5,American,Contemporary,Seafood,Organic,English
5 White St,42.389358,-71.119501,Panera Bread,1,3.5,American,Sandwiches,Soup,Bakery,
2344 Massachusetts Ave,42.396018,-71.128887,Verna's Donut Shop,1,5,Donuts,Coffee,Bakery,Pastries,Bagels
1 Bennett St,42.372313,-71.122503,Rialto,4,3.5,Italian,Mediterranean,American,Seafood,Contemporary
1001 Massachusetts Ave,42.369517,-71.111334,Flame Hot Pot and Sushi,-9,-9,Sushi,Chinese,Seafood,,
1796 Massachusetts Ave,42.386041,-71.119507,Bagelsaurus,2,5,Bagels,Sandwiches,Cafe,Coffee,
1 Bow St,42.37211,-71.115793,Santouka Ramen,2,-9,Japanese,Asian,Noodle Bar,,
44 Brattle St,42.373817,-71.121807,Harvest,3,3,American,Contemporary,Seafood,Steak,Cafe
25 Central Sq,42.365344,-71.104484,Moody's Falafel Palace,1,4,Middle Eastern,Moroccan,African,Israeli,Fast Food
350 Main St,42.36235,-71.087104,Black Sheep Restaurant,2,3,American,Contemporary,Traditional,Cafe,Seafood
517 Concord Ave,42.387857,-71.142271,Dunkin' Donuts,1,3.5,Donuts,Bakery,Coffee,Fast Food,Ice Cream
738 Cambridge St,42.372141,-71.089194,Royal Pastry Shop,2,3,Bakery,Cafe,,,
11 Springfield St,42.374051,-71.100241,Ole Mexican Grill,2,3.5,Mexican,Grill,American,Tapas,Latin
500 Technology Sq,42.363108,-71.092388,Area Four,2,4.5,American,Pizza,Cafe,Coffee,Bakery
1933 Massachusetts Ave,42.38954,-71.119955,Sugar & Spice,2,4,Thai,Asian,American,Tea,Pan Asian
149 Alewife Brook Pkwy,42.393532,-71.140904,Summer Shack,2,4,Seafood,American,Chowder,Sandwiches,Vegetarian
241 Cambridge St,42.371092,-71.08002,Sweet Touch Cafe,1,4.5,Cafe,Coffee,Sandwiches,Tea,American
100 Cambridgeside Pl,42.367667,-71.075999,Starbucks,1,3.5,Cafe,Coffee,Tea,,
16-18 ELIOT St,42.372051,-71.121522,Gyu-Kaku Japanese BBQ,3,-9,Japanese,Barbecue,Tapas,,
24 Pearl St,42.364088,-71.103158,Rangzen Tibet Restaurant,2,3.5,Tibetan,Chinese,Asian,Vegetarian,Noodle Bar
260 Walden St,42.385991,-71.131213,Paddy's Lunch,1,5,American,Pub Food,Sandwiches,Burgers,Traditional
32 Vassar St,42.361813,-71.091049,Forbes Family Cafe,2,-9,Cafe,Eclectic,International,Sandwiches,Coffee
1 Brattle Sq,42.373133,-71.121357,Chipotle Mexican Grill,1,3,Mexican,Grill,American,Fast Food,Tex Mex
1440 Massachusetts Ave,42.374258,-71.118952,Liquiteria,-9,-9,Smoothies,Vegetarian,,,
87 Blanchard Rd,42.393631,-71.157962,Pepperidge Farm,2,3.5,Bakery,Halal,,,
799 Main St,42.36333,-71.097276,Bertucci's,2,4,Italian,Pizza,Traditional,European,American
1 Porter Sq,42.388462,-71.118806,Potbelly Sandwich Shop,1,-9,Sandwiches,Salad,Soup,Wraps,
1 Oxford St,42.376227,-71.116946,Greenhouse Cafe,1,4.5,Cafe,American,Indian,Pizza,Sandwiches
100 Cambridgeside Pl,42.368105,-71.075927,Au Bon Pain,1,3.5,Bakery,American,Sandwiches,Coffee,Pastries
71 Mount Auburn St,42.371986,-71.11825,Boloco,1,3.5,Mexican,American,Sandwiches,Smoothies,Tex Mex
102 Oxford St,42.383148,-71.116051,Oxford Spa,1,4.5,Cafe,American,Sandwiches,Bakery,Coffee
245 Massachusetts Ave,42.361624,-71.09736,Beantown Taqueria,1,3.5,Mexican,Southwestern,Tex Mex,Salad,American
1350 Massachusetts Ave,42.373007,-71.118522,Al's Harvard Square Cafe,5,4.5,Cafe,Sandwiches,Deli,,
777 Memorial Dr,42.35867,-71.115077,Tokyo Restaurant,2,-9,Japanese,Steak,Sushi,,
77 Massachusetts Ave,42.359362,-71.094498,Subway,1,3.5,Fast Food,Sandwiches,Subs,,
291 3rd St,42.364844,-71.08309,Abigail's,3,4,American,Sandwiches,Subs,Burgers,Gastropub
907 Main St,42.363561,-71.099573,Patty Chen's Dumpling Room,1,3,Asian,Japanese,Chinese,Taiwanese,Dim Sum
1245 Cambridge St,42.373405,-71.098172,All Star Sandwich Bar,1,4.5,Pizza,Sandwiches,Deli,American,Cafe
1 Kendall Sq,42.366377,-71.090725,Flat Top Johnny's,1,3,Pub Food,Deli,American,Burgers,Salad
54 Jfk St,42.371925,-71.120598,Boston Tea Stop,1,3,Tea,Coffee,Ice Cream,Smoothies,Asian
318 3rd St,42.364967,-71.082883,Tatte Cambridge,3,4,Cafe,Bakery,Coffee,Mediterranean,Ice Cream
1281 Cambridge St,42.373524,-71.098801,Bukowski Tavern,2,3,Pub Food,American,Burgers,Vegetarian,Traditional
84 Massachusetts Ave,42.359048,-71.094379,Anna's Taqueria,1,3.5,Mexican,Tex Mex,American,Vegetarian,
1001 Massachusetts Ave,42.369504,-71.111266,Harvest of India,2,3.5,Indian,Bistro,Pakistani,Asian,Cafe
906 Massachusetts Ave,42.368132,-71.108647,Mass Avenue Restaurant,1,4,Diner,Sandwiches,American,Mexican,Coffee
15 Dunster St,42.37301,-71.118932,Kennedy's On The Square,2,4,Gastropub,American,Contemporary,Seafood,Pub Food
26 New St,42.387798,-71.140761,Alborz Mediterranean Carill,-9,-9,Mediterranean,Grill,,,
2261 Massachusetts Ave,42.394434,-71.126642,Yummy Thai Cuisine,1,3.5,Thai,Asian,Soup,Vietnamese,Barbecue
300 3rd St,42.365329,-71.082453,Fuji at Kendall,2,3.5,Sushi,Japanese,Asian,Chinese,Italian
252 Huron Ave,42.381414,-71.134,Fishmonger,3,3.5,Seafood,Barbecue,Chowder,Sandwiches,Sushi
739 Massachusetts Ave,42.366367,-71.105159,Asmara Restaurant,2,3.5,Ethiopian,African,Chicken,Vegetarian,Salad
355 Main St,42.362778,-71.087984,Legal Sea Foods,4,4,Seafood,American,Chowder,,
40 Prospect St,42.366086,-71.103314,ImprovBoston,-9,3.5,Pub Food,,,,
822 Somerville Ave,42.388276,-71.118489,Akai Ryu Shabu & Sushi Restaurant,2,3.5,Sushi,Japanese,Asian,Seafood,Vegetarian
904 Massachusetts Ave,42.368199,-71.108552,Atomic Bean Cafe,1,3.5,Cafe,Coffee,Tea,,
781 Main St,42.363315,-71.096864,Chen Garden,2,-9,American,Chinese,Japanese,Sushi,Italian
201 Alewife Brook Pkwy,42.390023,-71.142927,Dunkin' Donuts,1,2,Donuts,Bagels,Bakery,Fast Food,Coffee
114 Magazine St,42.359925,-71.110111,Village Grill & Seafood,1,3,Grill,Seafood,Pizza,Barbecue,American
2030 Massachusetts Ave,42.390712,-71.122099,Andy's Diner,1,3,Diner,American,Sandwiches,Coffee,Traditional
89 2nd St,42.368467,-71.079247,2nd Street Cafe,1,5,Cafe,Coffee,Sandwiches,American,Bakery
598 Massachusetts Ave,42.3648,-71.103264,Chipotle Mexican Grill,2,3.5,Mexican,Grill,Fast Food,,
52 Brattle St,42.374378,-71.122021,L.A. Burdick Chocolate,2,4.5,Coffee,Cafe,Tea,French,Diner
1662 Massachusetts Ave,42.381918,-71.119963,Starbucks,1,4,Cafe,Coffee,Tea,,
594 Cambridge St,42.37172,-71.086249,Petsi Pies,2,4.5,Sandwiches,Soup,Bakery,Coffee,Pastries
581 Massachusetts Ave,42.365023,-71.10266,Paris Baguette,1,3,Bakery,Cafe,Coffee,Pastries,Tea
40 Brattle St,42.373587,-71.121359,Algiers Coffee House,1,4,Coffee,Cafe,Mediterranean,Middle Eastern,Tea
208 Concord Ave,42.382477,-71.131313,Hi-Rise Bread Company,2,4,Bakery,Sandwiches,Coffee,Deli,American
546 Massachusetts Ave,42.364464,-71.102309,Shalimar of India,2,3.5,Indian,Vegetarian,Middle Eastern,Pakistani,Mediterranean
0 Brattle St,42.373333,-71.119863,Tealuxe,1,4,Coffee,Tea,Cafe,Ice Cream,
480 Massachusetts Ave,42.363711,-71.101473,Middle East Downstairs,-9,3.5,,,,,
474 Massachusetts Ave,42.363837,-71.101309,Zuzu,2,3.5,Middle Eastern,Moroccan,Indian,Mediterranean,American
119 Hampshire St,42.369927,-71.09608,Cafe Kiraz,1,3.5,Cafe,Sandwiches,Deli,Pizza,American
61 Church St,42.373256,-71.118952,Dunkin' Donuts,-9,4,Donuts,,,,
35 Dunster St,42.372858,-71.119343,Le's Vietnamese Cuisine,2,3.5,Vietnamese,Chicken,Asian,Fast Food,Vegan
444 Broadway,42.373142,-71.11085,Angelo's Pizza,1,4,Pizza,Sandwiches,Cafe,,
1 Belmont St,42.374785,-71.150319,Sofra Bakery & Cafe,1,4.5,Bakery,Cafe,Middle Eastern,Turkish,Mediterranean
52 Church St,42.374075,-71.12062,The Sinclair,2,4,American,Gastropub,Pub Food,Tapas,Asian
222 3rd St,42.367098,-71.081402,Downstairs Cafe,1,3,Cafe,Sandwiches,Burgers,Middle Eastern,American
424 Massachusetts Ave,42.36346,-71.100635,Mariposa Bakery,1,4,Bakery,Cafe,Coffee,Sandwiches,Tea
1678 Massachusetts Ave,42.382329,-71.119833,Mix It,2,-9,Sushi,Japanese,Noodle Bar,Asian,Fusion
204 Hampshire St,42.373156,-71.10025,City Girl Cafe,2,4.5,Cafe,Italian,Pizza,Coffee,Sandwiches
229 Vassar St,42.357405,-71.101255,Simmons Hall,-9,-9,Cafe,,,,
928 Massachusetts Ave,42.3685,-71.109193,India Castle,2,3.5,Indian,Pakistani,Asian,American,Diner
691 Cambridge St,42.372131,-71.088046,Alfredo's Italian Kitchen,2,3.5,Italian,Pizza,Sandwiches,,
877 Cambridge St,42.372679,-71.091451,Atwood's Tavern,2,4.5,American,Pub Food,Gastropub,Traditional,Burgers
1105 Massachusetts Ave,42.370807,-71.113619,Boston Burger Company,2,-9,Burgers,Wings,,,
11 Broad Canal Way,42.363186,-71.0827,Commonwealth,3,4,American,Sandwiches,Cafe,Coffee,Subs
484 Cambridge St,42.371538,-71.084208,Court House Fish Market,1,-9,Seafood,American,,,
24 Jfk St,42.372918,-71.119727,Capital One Caf�,-9,-9,Cafe,,,,
2366 Massachusetts Ave,42.396527,-71.129453,Greek Corner Restaurant,2,4.5,Greek,Mediterranean,European,Middle Eastern,American
5 Broad Canal Way,42.363377,-71.083002,Kika Tapas,2,4,Tapas,Spanish,Portuguese,Latin American,Seafood
13 Brattle St,42.373441,-71.120242,Beat Hotel,2,4.5,French,American,Eclectic,Fusion,Gastropub
100 Cambridgeside Pl,42.368256,-71.076104,Sarku Japan Sushi Bar,1,3.5,Sushi,Japanese,Asian,International,Pan Asian
792 Main St,42.363167,-71.097024,Royal East Restaurant,2,3.5,Chinese,Asian,Malaysian,Thai,American
7 Broad Canal Way,42.363321,-71.083109,Shanti Restaurant,2,-9,Indian,Bangladeshi,Vegan,Nepalese,Vegetarian
1380 Massachusetts Ave,42.373358,-71.119013,Pinkberry,1,3.5,Ice Cream,Frozen Yogurt,Bakery,,
635 Cambridge St,42.371997,-71.086993,Lone Star Taco Bar,2,-9,Mexican,Tex Mex,,,
2447 Massachusetts Ave,42.398322,-71.131019,The Table at Season to Taste,4,-9,American,Contemporary,French,,
622 Cambridge St,42.371812,-71.086798,New Deal Fish Market,-9,4.5,Seafood,,,,
732 Cambridge St,42.372208,-71.08904,Central Bakery,1,-9,Bakery,,,,
1667 Massachusetts Ave,42.382105,-71.119486,Lizard Lounge,2,4,Pub Food,Burgers,American,Californian,Traditional
350 Massachusetts Ave,42.362481,-71.099882,Sola,1,4.5,Cafe,Sandwiches,,,
200 Concord Ave,42.382258,-71.130998,Sarah's Market & Cafe,1,3.5,Cafe,Sandwiches,American,International,Coffee
2046 Massachusetts Ave,42.390909,-71.122574,McCabe's Bar and Grille,2,4,American,Tapas,Gastropub,Sandwiches,Vegetarian
1815 Massachusetts Ave,42.387401,-71.118986,The Shops at Porter,2,-9,Japanese,Cafe,,,
950 Massachusetts Ave,42.368745,-71.109943,Dumpling House,2,3.5,Chinese,Cafe,Dim Sum,Seafood,
1876 Massachusetts Ave,42.388225,-71.119559,Bruegger's,1,3.5,Bagels,Bakery,Sandwiches,Coffee,Tea
1815 Massachusetts Ave,42.387235,-71.118739,Sapporo Ramen,1,3.5,Japanese,Asian,Noodle Bar,Sushi,Korean
228 Broadway,42.366436,-71.094279,Beauty's Pizza,1,3.5,Pizza,Subs,Salad,Sandwiches,Fast Food
450 Massachusetts Ave,42.363601,-71.100985,Moksa,2,4,Asian,Tapas,Sushi,Fusion,Japanese
5 Cambridge Ctr,42.362627,-71.087253,Clover,2,4.5,Sandwiches,Vegetarian,Fast Food,Salad,Organic
33 Dunster St,42.37249,-71.119308,John Harvard's Brew House,2,3.5,American,Pub Food,Traditional,Burgers,Cafe
11 Belmont St,42.374889,-71.150637,Noodle Stix,1,2.5,Noodle Bar,Chinese,Asian,Korean,American
305 River St,42.362348,-71.113464,Riverside Pizza & Seafoods,1,3.5,Pizza,Seafood,Burgers,Sandwiches,American
280 Green St,42.364583,-71.104054,Green Street,2,4,Grill,American,Caribbean,French,Traditional
294 Concord Ave,42.383778,-71.134071,Concord Avenue Cafe,1,4,Cafe,Coffee,Tea,Sandwiches,Sushi
